opportunity_id,category,code,created_at,currency_type,duration,duration_type,fee,image_link,is_archived,is_auto_approve,last_date_to_apply,location,long_description,microscholarship,modified_at,name,role,role_responsibility,short_description,summary,is_likely_test_data,has_badge,has_career_addon,has_panellist,has_dropout_transaction,has_not_started_transaction,num_cohorts,num_eligibility_criteria,num_rewards,num_testimonials,num_tracking_questions
Opportunity#0000000010WY7G2MKWESW2G5ND,Engagement,NGQERBH,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Engagement Automation 1695810581122,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#00000000103T30EJ3444TASP27,Event,EB0P6PS,2024-10-27 03:33:20,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010JH7CPSV3S500PT1R_image_link.png,,False,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-10-27 03:33:20,Event Automation 1725539565692,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,3
Opportunity#0000000010WZHSFNSYS47QK0G2,Course,UWSMB1D,2023-07-22 04:26:40,INR,96.0,Days,0.0,Aliquam sit architec,,False,2023-07-22 04:26:40,,Elit qui molestias,41.0,2023-07-22 04:26:40,Request Changes Coursee,,,Nihil maiores blanditiis ea omnis id laboriosam voluptatem duis voluptate nesciunt dolorum perferendis inventore ut itaque,,False,True,False,True,False,False,2,2,2,0,0
Opportunity#0000000010B1F39668B1CZP9CD,Engagement,N29PPVW,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2024-03-09 16:00:00,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Engagement Automation 1702999979841,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#00000000103V66A8M88B6157GG,Masterclass,SAF3Y3T,2023-03-28 10:40:00,EUR,12.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/1684754232594_Screenshot 2023-05-19 at 10.52.54 AM.png,False,False,2023-07-22 04:26:40,Work From Home,Quo et quia deserunt,20.0,2023-07-22 04:26:40,1-Masterclass_for_Pathway,Manager,,Quas adipisicing consequat Ut in quo asascc,s,False,True,True,False,False,False,1,1,1,1,0
Opportunity#00000000107D278CJQ0YW63X57,Course,UAY1YHF,2023-07-22 04:26:40,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,True,False,2023-07-22 04:26:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-07-22 04:26:40,Course Automation 1687898509551,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,3,0
Opportunity#0000000010B1J33CVMS7AAXWYE,Competition,MSXHP1V,2023-11-14 22:13:20,USD,30.0,Weeks,0.0,https://excelerateuserprofile.s3.ap-south-1.amazonaws.com/opportunity_Images/Improved-career-planning-and-development-for-your-employees.png,,False,2023-11-14 22:13:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2023-11-14 22:13:20,Single Competition Automation 1695811896159,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#00000000103VJ888TX0YCXJFGW,Competition,M90NWKB,2024-03-09 16:00:00,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010W1PY2GGDQQ683WRJ_image_link.jpeg,,False,2024-07-03 09:46:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Single Competition Automation 1714327107456,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,2,0,0
Opportunity#0000000010X1CSXQDT4FA20R73,Internship,IZLY2H7,2025-10-09 08:53:20,INR,10.0,Days,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010RW1X6WS8BT3P3GS4_image_link.webp,,False,2025-10-09 08:53:20,Work From Home,"Long Description:%0A%0ASoftware development is a comprehensive process that encompasses the design, coding, testing, deployment, and maintenance of software applications or systems. It typically follows a series of stages known as the software development lifecycle (SDLC), which includes requirement gathering, system design, development, testing, deployment, and ongoing maintenance.%0A%0ADevelopers use various programming languages, frameworks, and tools to build software that addresses specific needs, from mobile apps to complex enterprise systems. The goal is to create user-friendly, secure, and efficient applications that deliver value to the users and meet business or organizational objectives.%0A%0AGood software development practices involve collaboration among developers, testers, and stakeholders, as well as the use of version control systems, continuous integration tools, and Agile methodologies to ensure timely delivery and high-quality products. Over time, software undergoes regular updates and improvements to adapt to changing technology, user feedback, and security needs.",100.0,2025-10-09 08:53:20,Internship angular,,,"Software development is the process of designing, creating, testing, and maintaining software applications. It involves writing code, debugging, and ensuring that the software meets user needs and per",,False,True,False,False,False,False,2,1,1,0,4
Opportunity#00000000103WDDYM1YFH74VQK9,Event,EXI5IQD,2024-03-09 16:00:00,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010S7H1PF1RN3G6MHF0_image_link.jpeg,,False,2024-07-03 09:46:40,Virtual,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2024-03-09 16:00:00,Event Automation 1714552474277,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,0,0
Opportunity#0000000010X1N1E27E7KTM4QG1,Internship,IY97NXW,2024-07-03 09:46:40,USD,52.0,Days,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_00000000108NM4V516FMYBRDRY_image_link.jpg,,False,2024-07-03 09:46:40,Work From Home,k,1.0,2024-07-03 09:46:40,daddy,,,k,,False,True,False,False,False,False,1,1,2,0,0
Opportunity#00000000103X5N6WQCX9VDHK75,Event,EVV26IK,2025-02-19 21:20:00,USD,30.0,Weeks,1.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010QXGGVRV7Q69NDYVW_image_link.png,,True,2025-06-15 15:06:40,,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",120.0,2025-02-19 21:20:00,Event Automation 1742213894468,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,True,False,False,1,1,2,3,4
Opportunity#0000000010X2VEXH8R0PJ7G2P7,Competition,MCENR73,2024-07-03 09:46:40,USD,30.0,Weeks,0.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/WorkItem/WorkItem_0000000010D4W712N512N41XSC_image_link.jpeg,,True,2024-10-27 03:33:20,Work From Home,"Long Description, In this internship you will be in the role of a Cyber Defense Analyst at GlobalShala to serve our client Cisco, and will help to set up a virtualization environment for threat assessments testing and understanding different attack vectors. By the end of the internship the goal is to create a Virtual Machine (VM) that has the security tools and information security controls so it may be used throughout the organisation.",3000.0,2025-02-19 21:20:00,Team Competition Automation Edit 1723025024885,,,"Short Description, Explore hands-on defensive hacking techniques by understanding the concept of ?blue teams,? different attack vectors, brute force, denial of service, scans, backdoor attacks, and ot",,False,True,False,False,False,False,1,1,4,4,3
Opportunity#0000000010X31EYTR6NPPGCYKA,Career,APV5MYH,2024-03-09 16:00:00,USD,2.0,Weeks,50.0,https://excelerate-profile-dev.s3.ap-south-1.amazonaws.com/WebsiteImageFiles/Opportunity/Opportunity_0000000010PMQ75Q46VV6KTT94_image_link.png,,False,2024-03-09 16:00:00,Work From Home,"It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.%0A%0AWhy do we use it?%0AIt is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout. The point of using Lorem Ipsum is that it has a more-or-less normal distribution of letters, as opposed to using %27Content here, content here%27, making it look like readable English. Many desktop publishing packages and web page editors now use Lorem Ipsum as their default model text, and a search for %27lorem ipsum%27 will uncover many web sites still in their infancy. Various versions have evolved over the years, sometimes by accident, sometimes on purpose (injected humour and the like).%0A%0A%0AWhere does it come from?%0AContrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, from a Lorem Ipsum passage, and going through the cites of the word in classical literature, discovered the undoubtable source. Lorem Ipsum comes from sections 1.10.32 and 1.10.33 of %22de Finibus Bonorum et Malorum%22 (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of ethics, very popular during the Renaissance. The first line of Lorem Ipsum, %22Lorem ipsum dolor sit amet..%22, comes from a line in section 1.10.32.%0A%0AThe standard chunk of Lorem Ipsum used since the 1500s is reproduced below for those interested. Sections 1.10.32 and 1.10.33 from %22de Finibus Bonorum et Malorum%22 by Cicero are also reproduced in their exact original form, accompanied by English versions from the 1914 translation by H. Rackham.%0A%0AWhere can I get some?%0AThere are many variations of passages of Lorem Ipsum available, but the majority have suffered alteration in some form, by injected humour, or randomised words which don%27t look even slightly believable. If you are going to use a passage of Lorem Ipsum, you need to be sure there isn%27t anything embarrassing hidden in the middle of text. All the Lorem Ipsum generators on the Internet tend to repeat predefined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsum which looks reasonable. The generated Lorem Ipsum is therefore always free from repetition, injected humour, or non-characteristic words etc.%0A%0A5%0A",,,,,,,,False,True,True,False,False,False,3,3,0,0,0
